scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Cyclura stejnegeri,Cyclura stejnegeri,"Pérez-Buitrago, N. and Sabat, A., 2007. Natal dispersal, home range and habitat use of hatchlings of the Mona Island iguana (Cyclura cornuta stejnegeri). Applied Herpetology, 4(4), p.365.",2,"Mona Island, Puerto Rico",18.082899999999999,-67.892700000000005,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Cyrtodactylus soba,Cyrtodactylus soba,IUCN,262,"Knuckles Mountain Range, Sri Lanka",7.4675000000000002,80.623400000000004,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Dasycercus cristicauda,Dasycercus cristicauda,"Dickman, C.R., Haythornthwaite, A.S., McNaught, G.H., Mahon, P.S., Tamayo, B. and Letnic, M., 2001. Population dynamics of three species of dasyurid marsupials in arid central Australia: a 10-year study. Wildlife Research, 28(5), pp.493-506.",34,Ethabuka,-23.8367,138.2561,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Mahon, P.S., 1999. Predation by feral cats and red foxes and the dynamics of small mammal populations in arid Australia. PhD thesis, University of Sydney, Sydney, Australia.",28,"Simpson Desert, South Australia",-23.46,138.28,Predation,Predation,Predation,1,no,no,Predation in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Paltridge, R., 2002. The diets of cats, foxes and dingoes in relation to prey availability in the Tanami Desert, Northern Territory. Wildlife Research, 29(4), pp.389-403.",29,Tanami Desert,-20,130,Predation,Predation,Predation,1,no,no,Predation in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Paltridge, R.M., 2005. Predator-prey interactions in the spinifex grasslands of central Australia. PhD Thesis, University of Wollongong",30,Tanami Desert,-20,130,Predation,Predation,Predation,1,no,no,Predation in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Pedler, R.D., Brandle, R., Read, J.L., Southgate, R., Bird, P. and Moseby, K.E., 2016. Rabbit biocontrol and landscape‐scale recovery of threatened desert mammals. Conservation Biology, 30(4), pp.774-782.",32,Northeastern South Australia,-27.7,140.41,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Vernes, K., Jackson, S.M., Elliott, T.F., Tischler, M. and Harper, A., 2021. Diets of mammalian carnivores in the deserts of north-eastern South Australia. Journal of Arid Environments, 188, p.104377.",31,"Simpson Desert, South Australia",-25.934000000000001,138.67599999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasycercus cristicauda,Dasycercus cristicauda,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",33,Western Division of NSW and the Nullarbor,-31.058900000000001,130.48779999999999,Population,Abundance,Timing,1,yes,no,Population in support,included_species,100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Comer, S., Clausen, L., Cowen, S., Pinder, J., Thomas, A., Burbidge, A.H., Tiller, C., Algar, D. and Speldewinde, P., 2020. Integrating feral cat (Felis catus) control into landscape-scale introduced predator management to improve conservation prospects for threatened fauna: a case study from the south coast of Western Australia. Wildlife Research, 47(8), pp.762-778.",66,South coast of Western Australia,-33.799999999999997,119.88,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Glen, A.S., Berry, O., Sutherland, D.R., Garretson, S., Robinson, T. and De Tores, P.J., 2010. Forensic DNA confirms intraguild killing of a chuditch (Dasyurus geoffroii) by a feral cat (Felis catus). Conservation Genetics, 11, pp.1099-1101.",65,Australia,-25.2744,133.77510000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Moseby, K., Hodgens, P., Bannister, H., Mooney, P., Brandle, R., Lynch, C., Young, C., Jansen, J. and Jensen, M., 2021. The ecological costs and benefits of a feral cat poison‐baiting programme for protection of reintroduced populations of the western quoll and brushtail possum. Austral Ecology, 46(8), pp.1366-1382.",62,Flinders Ranges National Park,-31.37,138.59,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Moseby, K., Hodgens, P., Bannister, H., Mooney, P., Brandle, R., Lynch, C., Young, C., Jansen, J. and Jensen, M., 2021. The ecological costs and benefits of a feral cat poison‐baiting programme for protection of reintroduced populations of the western quoll and brushtail possum. Austral Ecology, 46(8), pp.1366-1382.",67,Flinders Ranges National Park,-31.37,138.59,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Moseby, K.E., Hodgens, P., Peacock, D., Mooney, P., Brandle, R., Lynch, C., West, R., Young, C.M., Bannister, H., Copley, P. and Jensen, M.A., 2021. Intensive monitoring, the key to identifying cat predation as a major threat to native carnivore (Dasyurus geoffroii) reintroduction. Biodiversity and Conservation, 30, pp.1547-1571.",63,Flinders Ranges National Park,-31.37,138.59,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Moseby, K.E., Peacock, D.E. and Read, J.L., 2015. Catastrophic cat predation: a call for predator profiling in wildlife protection programs. Biological Conservation, 191, pp.331-340.",64,Flinders Ranges National Park,-31.37,138.59,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",68,Upper Warren,-34.369999999999997,116.28,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,1100,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Cowan, M., Moro, D., Anderson, H., Angus, J., Garretson, S. and Morris, K., 2020. Aerial baiting for feral cats is unlikely to affect survivorship of northern quolls in the Pilbara region of Western Australia. Wildlife Research, 47(8), pp.589-598.",53,"Red Hill, Western Australia",-22.49,118.4,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Cowan, M., Moro, D., Anderson, H., Angus, J., Garretson, S. and Morris, K., 2020. Aerial baiting for feral cats is unlikely to affect survivorship of northern quolls in the Pilbara region of Western Australia. Wildlife Research, 47(8), pp.589-598.",54,"Yarraloola, Western Australia",-22.5,118.4,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Oakwood, M., 2000. Reproduction and demography of the northern quoll, Dasyurus hallucatus, in the lowland savanna of northern Australia. Australian Journal of Zoology, 48(5), pp.519-539.",55,"Kakadu, Northern Territory",-13.09,132.38999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Palmer, R., Anderson, H., Richards, B., Craig, M.D. and Gibson, L., 2021. Does aerial baiting for controlling feral cats in a heterogeneous landscape confer benefits to a threatened native meso-predator?. PLoS One, 16(5), p.e0251304.",58,"Red Hill, Yarraloola, Western Australia",-22.49,118.4,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Peacock D, Abbott I. 2014. When the ‘native cat’would ‘plague’: historical hyperabundance in the quoll (Marsupialia: Dasyuridae) and an assessment of the role of disease, cats and foxes in its curtailment. Australian Journal of Zoology 62:294-344.",56,Atherton Uplands,-18.090299999999999,145.3143,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Pollock, A.B., 1999. Notes on status, distribution and diet of northern quoll Dasyurus hallucatus in the Mackay-Bowen area, mideastern Queensland. Australian Zoologist, 31(2), pp.388-395.",57,Mackay,-21.13,149.18,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Stobo-Wilson, A.M., Stokeld, D., Einoder, L.D., Davies, H.F., Fisher, A., Hill, B.M., Mahney, T., Murphy, B.P., Scroggie, M.P., Stevens, A. and Woinarski, J.C.Z., 2020. Bottom-up and top-down processes influence contemporary patterns of mammal species richness in Australia's monsoonal tropics. Biological Conservation, 247, p.108638.",59,Melville Island and north of Northern Territory mainland,-13.09,132.38999999999999,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Stokeld D, Fisher A, Gentles T, Hill B, Triggs B, Woinarski JCZ, Gillespie GR. 2018. What do predator diets tell us about mammal declines in Kakadu National Park? Wildlife Research 45:92-101.",52,Kakadu National Park,-13.09,132.38999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Trewella, G.J., Cremona, T., Nevard, H. and Murphy, B.P., 2023. Habitat structure facilitates coexistence of native and invasive mesopredators in an Australian tropical savanna. Wildlife Research, 50(12), pp.1058-1070.",60,Cape York Peninsula,-12.6493,141.84700000000001,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,"Woinarski, J.C.Z., Ward, S., Mahney, T., Bradley, J., Brennan, K., Ziembicki, M. and Fisher, A., 2011. The mammal fauna of the Sir Edward Pellew island group, Northern Territory, Australia: refuge and death-trap. Wildlife Research, 38(4), pp.307-322.",61,Sir Edward Pellew island group,-15.6988,136.9999,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,525,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus maculatus,Dasyurus maculatus,"Catling, P.C. and Burt, R.J., 1997. Studies of the ground-dwelling mammals of eucalypt forests in north-eastern New South Wales: the species, their abundance and distribution. Wildlife Research, 24(1), pp.1-19.",42,"Grafton, Taree, Great Dividing Range",-29.6815,152.93809999999999,Population,Abundance,Spatial,0,yes,yes,Population not in support,excluded_species,5500,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus maculatus,Dasyurus maculatus,"Dickman, C.R., 1996. Overview of the impacts of feral cats on Australian native fauna (pp. 1-92). Canberra: Australian Nature Conservation Agency.",41,King Island,-39.875300000000003,143.93709999999999,Population,Abundance,Timing,1,yes,no,Population in support,excluded_species,5500,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus maculatus,Dasyurus maculatus,"Körtner, G., Gresser, S. and Harden, B., 2003. Does fox baiting threaten the spotted-tailed quoll, Dasyurus maculatus?. Wildlife Research, 30(2), pp.111-118.",36,Armidale,-31.12,152.1,Predation,Predation,Predation,0,no,no,Predation not in support,excluded_species,5500,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus maculatus,Dasyurus maculatus,"Körtner, G., Gresser, S. and Harden, B., 2003. Does fox baiting threaten the spotted-tailed quoll, Dasyurus maculatus?. Wildlife Research, 30(2), pp.111-118.",37,Armidale,-31.12,152.1,Population,Abundance,Temporal,0,yes,no,Population not in support,excluded_species,5500,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus spartacus,Dasyurus spartacus,IUCN,43,"Trans-Fly ecoregion, New Guinea",-8.2140000000000004,142.101,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1212.6,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",48,Tasmania,-42.08,146.81,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Hollings, T., Jones, M., Mooney, N. and Mccallum, H., 2014. Trophic cascades following the disease‐induced decline of an apex predator, the Tasmanian devil. Conservation Biology, 28(1), pp.63-75.",51,Tasmania,-42.08,146.81,Population,Abundance,Temporal,1,yes,yes,Population in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Peacock D, Abbott I. 2014. When the ‘native cat’would ‘plague’: historical hyperabundance in the quoll (Marsupialia: Dasyuridae) and an assessment of the role of disease, cats and foxes in its curtailment. Australian Journal of Zoology 62:294-344.",44,"Barunah Plains and Daylesford district, Victoria",-38.0627,143.75200000000001,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Peacock D, Abbott I. 2014. When the ‘native cat’would ‘plague’: historical hyperabundance in the quoll (Marsupialia: Dasyuridae) and an assessment of the role of disease, cats and foxes in its curtailment. Australian Journal of Zoology 62:294-344.",47,"Barunah Plains and Daylesford district, Victoria",-38.0627,143.75200000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Robinson NM, Blanchard W, MacGregor C, Brewster R, Dexter N, Lindenmayer DB. 2021. Can evolutionary theories of dispersal and senescence predict postrelease survival, dispersal, and body condition of a reintroduced threatened mammal? Ecol Evol. 11:1002– 1012",45,Boderee National Park,-35.1,150.4,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Robinson, N.M., Dexter, N., Brewster, R., Maple, D., MacGregor, C., Rose, K., Hall, J. and Lindenmayer, D.B., 2020. Be nimble with threat mitigation: lessons learned from the reintroduction of an endangered species. Restoration Ecology, 28(1), pp.29-38.",46,Boderee National Park,-35.1,150.4,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",50,NSW,-31.058900000000001,130.48779999999999,Population,Abundance,Timing,1,yes,no,Population in support,included_species,1090,Dasyuromorphia,Phylacine 1.2,Mammals
Diomedea amsterdamensis,Diomedea amsterdamensis,"Thiebot, J-B., Barbraud, C., Delord, K., Marteau, C. and Weimerskirch, H. 2014. Do Introduced Mammals Chronically Impact the Breeding Success of the World's Rarest Albatross? Ornithological Science 13(1): 41-46.",285,Amsterdam Island,-37.833199999999998,77.5505,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,6270,Procellariiformes,Avonet,Birds
Diomedea exulans,Diomedea exulans,"Barbraud, C., Des Monstiers, B., Chaigne, A., Marteau, C., Weimerskirch, H. and Delord, K., 2021. Predation by feral cats threatens great albatrosses. Biological Invasions, 23, pp.2389-2405.",327,Kerguelen Island,-49.35,70.216700000000003,Predation,Predation,Predation,1,no,no,Predation in support,included_species,6961.29,Procellariiformes,Avonet,Birds
Diomedea exulans,Diomedea exulans,"Barbraud, C., Des Monstiers, B., Chaigne, A., Marteau, C., Weimerskirch, H. and Delord, K., 2021. Predation by feral cats threatens great albatrosses. Biological Invasions, 23, pp.2389-2405.",328,Kerguelen Island,-49.35,70.216700000000003,Control program,Reproduction,Temporal,1,no,no,Population in support,included_species,6961.29,Procellariiformes,Avonet,Birds
Diomedea exulans,Diomedea exulans,"Blanchard, P., Delord, K., Bodin, A., Guille, K., Getti, T. and Barbraud, C., 2024. Impact and control of feral cats preying on wandering albatrosses: Insights from a field experiment. Ecosphere, 15(2), p.e4792.",329,Kerguelen Island,-49.35,70.216700000000003,Population,Reproduction,Spatial,1,yes,yes,Population in support,included_species,6961.29,Procellariiformes,Avonet,Birds
Diomedea exulans,Diomedea exulans,"Blanchard, P., Delord, K., Bodin, A., Guille, K., Getti, T. and Barbraud, C., 2024. Impact and control of feral cats preying on wandering albatrosses: Insights from a field experiment. Ecosphere, 15(2), p.e4792.",330,Kerguelen Island,-49.35,70.216700000000003,Predation,Predation,Predation,1,no,no,Predation in support,included_species,6961.29,Procellariiformes,Avonet,Birds
Diplothrix legata,Diplothrix legata,"Shionosaki, K., Yamada, F., Ishikawa, T. and Shibata, S., 2015. Feral cat diet and predation on endangered endemic mammals on a biodiversity hot spot (Amami–Ohshima Island, Japan). Wildlife Research, 42(4), pp.343-352.",192,Amami–Ohshima Island,28.267800000000001,129.3621,Predation,Predation,Predation,1,no,no,Predation in support,included_species,505.9,Rodentia,Phylacine 1.2,Mammals
Elanus scriptus,Elanus scriptus,"Pavey CR, Eldridge SR, Heywood M (2008) Population dynamics and prey selection of native and introduced predators during a rodent outbreak in arid Australia. Journal of Mammalogy 89, 674–683.",366,Simpson Desert,-25.046600000000002,136.74350000000001,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,316,Accipitriformes,Avonet,Birds
Eliomys quercinus,Eliomys quercinus,"Famira-Parcsetich, E.M., Meinig, H., von Thaden, A., Büchner, S., Jelinek, C., Lierz, M. and Lang, J., Causes of Mortality of the Endangered Garden Dormice Eliomys quercinus (Linnaeus, 1766)(Rodentia: Gliridae) from Germany.",12,Germany,51.165700000000001,10.451499999999999,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,115,Rodentia,Phylacine 1.2,Mammals
Emoia loyaltiensis,Emoia loyaltiensis,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",257,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Eupleres goudotii,Eupleres goudotii,"Farris, Z.J., Kelly, M.J., Karpanty, S., Murphy, A., Ratelolahy, F., Andrianjakarivelo, V. and Holmes, C., 2017. The times they are a changin': Multi-year surveys reveal exotics replace native carnivores at a Madagascar rainforest site. Biological Conservation, 206, pp.320-328.",207,Makira National Park,-15.413,49.537999999999997,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,3000,Carnivora,Phylacine 1.2,Mammals
Falco punctatus,Falco punctatus,"C. G. Jones et al., The restoration of the Mauritius kestrel Falco punctatus population. Ibis. 137, S173–S180 (1995).",413,Mauritius,-20.348400000000002,57.552199999999999,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,167.41,Falconiformes,Avonet,Birds
Fossa fossana,Fossa fossana,"Farris, Z.J., Golden, C.D., Karpanty, S., Murphy, A., Stauffer, D., Ratelolahy, F., Andrianjakarivelo, V., Holmes, C.M. and Kelly, M.J., 2015. Hunting, exotic carnivores, and habitat loss: anthropogenic effects on a native carnivore community, Madagascar. PloS one, 10(9), p.e0136456.",202,Makira National Park,-15.413,49.537999999999997,Population,Abundance,Spatial,1,yes,yes,Population in support,excluded_species,1500,Carnivora,Phylacine 1.2,Mammals
Fossa fossana,Fossa fossana,"Farris, Z.J., Kelly, M.J., Karpanty, S., Murphy, A., Ratelolahy, F., Andrianjakarivelo, V. and Holmes, C., 2017. The times they are a changin': Multi-year surveys reveal exotics replace native carnivores at a Madagascar rainforest site. Biological Conservation, 206, pp.320-328.",203,Makira National Park,-15.413,49.537999999999997,Population,Abundance,Temporal,1,yes,no,Population in support,excluded_species,1500,Carnivora,Phylacine 1.2,Mammals
Fossa fossana,Fossa fossana,"Gerber, B.D., Karpanty, S.M. and Randrianantenaina, J., 2012. The impact of forest logging and fragmentation on carnivore species composition, density and occupancy in Madagascar's rainforests. Oryx, 46(3), pp.414-422.",201,Madagascar,-18.7669,46.869100000000003,Population,Abundance,Spatial,1,yes,yes,Population in support,excluded_species,1500,Carnivora,Phylacine 1.2,Mammals
Fringilla teydea,Fringilla teydea,IUCN,475,Tenerife,28.291599999999999,-16.629100000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,30.3,Passeriformes,Avonet,Birds
Pampusana erythroptera,Gallicolumba erythroptera,"Blanvillain, C., Florent, C. and Thenot, V., 2002. Land birds of Tuamotu Archipelago, Polynesia: relative abundance and changes during the 20th century with particular reference to the critically endangered Polynesian ground-dove (Gallicolumba erythroptera). Biological conservation, 103(2), pp.139-149.",386,"Tuamotu Archipelago, French Polynesia",-18.75,-141.76,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,113.5,Columbiformes,,Birds
Gallotia intermedia,Gallotia intermedia,"Flores Ravelo, A.J. and Rando Reyes, J.C. 2021. Trophic ecology of cats (Felis catus) in Montaña de Guaza: implications for the conservation of the critically endangered giant lizard of Tenerife (Gallotia intermedia). Revista Scientia Insularum 4: 63-80.",479,Tenerife,28.291599999999999,-16.629100000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Gallotia intermedia,Gallotia intermedia,"Hernández, E., Nogales, M. and Martín, A., 2000. Discovery of a new lizard in the Canary Islands, with a multivariate analysis of Gallotia (Reptilia: Lacertidae). Herpetologica, pp.63-76.",478,Acantilado de Los Gigantes,28.2409,-16.837800000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Gallotia simonyi,Gallotia simonyi,"García-Márquez M, Caetano A, Bello I, Lopez-Jurado LF, Mateo JA (1997) Ecología del gato cimarron en el ecosistema termó filo de El Hierro (Islas Canarias) y su impacto sobre el lagarto gigante (Gallotia simonyi). Monogr Herpetol 4:207–222",427,Doherty,27.7255,-18.0243,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Geocapromys brownii,Geocapromys brownii,"Clough, G.C., 1976. Current status of two endangered Caribbean rodents. Biological Conservation, 10(1), pp.43-47.",164,Little Swan Island,17.416699999999999,-83.916700000000006,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,1500,Rodentia,Phylacine 1.2,Mammals
Geokichla guttata,Geokichla guttata,"Ndang'ang'a, P. K., Sande, E., Evans, S.W., Buckley, P., Newbery, P., Hoffmann, D. A., John, J. 2005. International action plan for Spotted Ground Thrush Zoothera guttata (Threatened Birds of Africa).",457,"Malawi, South Africa, Africa other",-30.5595,22.9375,Predation,Predation,Predation,1,no,no,Predation in support,included_species,57.5,Passeriformes,Avonet,Birds
Gymnomyza samoensis,Gymnomyza samoensis,"Stirnemann, R., 2015. Ecology and drivers of decline in a tropical island honeyeater: the Ma'oma'o: a thesis presented in partial fulfilment of the requirements for the degree of Doctor of Philosophy in Zoology at Massey University, Manawatu, New Zealand (Doctoral dissertation, Massey University).",395,Upolu Island,-13.913399999999999,-171.73490000000001,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,99,Passeriformes,Avonet,Birds
Haematopus chathamensis,Haematopus chathamensis,"P. J. Moore, “Chatham Island oystercatcher (Haematopus chathamensis) management techniques: guidelines for protecting nests and increasing their productivity” (Department of Conservation, Wellington, 2009).",367,Chatham and Pitt Islands,-43.927100000000003,-176.45920000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,598.66,Charadriiformes,Avonet,Birds
Himantopus novaezelandiae,Himantopus novaezelandiae,"R. J. Pierce, Differences in susceptibility to predation during nesting between pied and black stilts (Himantopus spp.). The Auk. 103, 273–280 (1986).",266,"Cass River Valley, Lake Tekapo",-44.003999999999998,170.47620000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,195,Charadriiformes,Avonet,Birds
Himantopus novaezelandiae,Himantopus novaezelandiae,"Sanders, M.D., Maloney, R.F. 2002. Causes of mortality at nests of ground-nesting birds in the Upper Waitaki Basin, South Island, New Zealand: a 5-year video study. Biological Conservation 106(2): 225-236.",265,"Upper Waitaki Basin, South Island, New Zealand",-44.811100000000003,170.29159999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,195,Charadriiformes,Avonet,Birds
Hydrobates leucorhous,Hydrobates leucorhous,IUCN,286,Unknown,,,Predation,Predation,Predation,1,no,no,Predation in support,included_species,36.71,Procellariiformes,Avonet,Birds
Hydrobates macrodactylus,Hydrobates macrodactylus,"Anthony, A. W. 1925. Expedition to Guadalupe Island, Mexico, in 1922: Birds and mammals. Proceedings of the California Academy of Sciences (Fourth Series) 14: 277-320. https://ia601309.us.archive.org/34/items/biostor-78015/biostor-78015.pdf",415,"Natividad Island, Guadalupe Island, San Benitos Islands",27.8658,-115.18,Predation,Predation,Predation,1,no,no,Predation in support,included_species,36.71,Procellariiformes,Avonet,Birds
Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,"Williams, M., 1991. Social and demographic characteristics of blue duck Hymenolaimus malacorhynchos. Wildfowl, 42(42), pp.65-86.",481,Manganuiateao River,-39.275829999999999,175.53528,Predation,Predation,Predation,1,no,no,Predation in support,included_species,829.99,Anseriformes,Avonet,Birds
Hypotaenidia sylvestris,Hypotaenidia sylvestris,"B. Miller, K. J. Mullette, Rehabilitation of an endangered Australian bird: The Lord Howe Island woodhen Tricholimnas sylvestris (Sclater). Biological Conservation. 34, 55–95 (1985).",480,Lord Howe Island,-31.555299999999999,159.0821,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,494.38,Gruiformes,Avonet,Birds
Isoodon auratus,Isoodon auratus,"Blythman, M., Lohr, C., Sims, C. and Morris, K., 2020. Translocation of Golden Bandicoots, Isoodon auratus barrowensis, from a fenced enclosure to unfenced managed land on Matuwa (formally Lorna Glen) September 2015: Final Report. Department of Biodiversity Conservation and Attractions, Perth Western Australia, 43.",227,Lorna Glen (Matuwa),-26.198599999999999,121.35980000000001,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
Isoodon auratus,Isoodon auratus,"Christensen, P. and Burrows, N., 1995. Project desert dreaming: experimental reintroduction of mammals to the Gibson Desert, Western Australia. Reintroduction Biology of Australian and New Zealand Fauna’.(Ed. M. Serena.) pp, pp.199-207.",228,Gibson Desert,-23.001300000000001,125.00149999999999,Predation,Predation,Reintroduced,0,no,no,Predation not in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
