"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"376","Loxioides bailleui","Loxioides bailleui",222477278,22720742,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,3,15,"",NA,9,4,"",3,"","","","","","","",NA,"2025-07-01T00:00:00Z",37.84,"included_species","Birds"
"377","Loxops coccineus","Loxops coccineus",220920210,103823991,"Oceanian","Terrestrial","2022-10-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",10.5,"included_species","Birds"
"378","Loxops ochraceus","Loxops ochraceus",250520617,103824084,"Oceanian","Terrestrial","2024-02-26 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","Not attributed",NA,"2025-05-01T00:00:00Z",10.5,"included_species","Birds"
"379","Lucasium occultum","Lucasium occultum",102675481,102675478,"Australasian","Terrestrial","2017-06-14 00:00:00 UTC","Endangered",3.1,"Unknown","Diplodactylus occultus","Predation",NA,0,NA,"",NA,4,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"380","Lycodryas cococola","Lycodryas cococola",189774044,189774008,"Afrotropical","Terrestrial","2020-09-30 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"381","Lycodryas maculatus","Lycodryas maculatus",189776617,193508,"Afrotropical","Terrestrial","2020-09-30 00:00:00 UTC","Near Threatened",3.1,"Unknown","Dipsadoboa maculata, Lycodryas sanctijohannis, Steophis maculatus","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"382","Lygodactylus insularis","Lygodactylus insularis",110211854,110211850,"Afrotropical","Terrestrial","2019-10-22 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"383","Lyriocephalus scutatus","Lyriocephalus scutatus",123298967,170409,"Indomalayan","Terrestrial","2019-09-15 00:00:00 UTC","Vulnerable",3.1,"Unknown","Lacerta scutata","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"384","Mabuya cochonae","Mabuya cochonae",47102820,47102814,"Neotropical","Terrestrial","2015-07-24 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"385","Mabuya montserratae","Mabuya montserratae",115396914,47102881,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"386","Macrotarsomys ingens","Macrotarsomys ingens",115105272,12646,"Afrotropical","Terrestrial","2016-05-10 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",63.5,"included_species","Mammals"
"387","Macrotis lagotis","Macrotis lagotis",21967189,12650,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Perameles lagotis","Predation",NA,18,NA,"18",2,0,5,"0",NA,"3","","","","","","",NA,"2025-04-01T00:00:00Z",1350,"included_species","Mammals"
"388","Macrotis leucura","Macrotis leucura",21967376,12651,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,1,NA,"0",NA,1,1,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-01-01T00:00:00Z",354.3,"included_species","Mammals"
"389","Magumma parva","Magumma parva",182519540,22720774,"Oceanian","Terrestrial","2022-10-27 00:00:00 UTC","Endangered",3.1,"Decreasing","Hemignathus parvus, Viridonia parva","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",9.3,"included_species","Birds"
"390","Marmorosphax kaala","Marmorosphax kaala",123256612,176194,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"391","Marmorosphax montana","Marmorosphax montana",123248303,176136,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"392","Marmorosphax taom","Marmorosphax taom",123259212,176211,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",1,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"393","Mascarenotus murivorus","Mascarenotus murivorus",262284504,22728856,"Afrotropical","Terrestrial","2024-07-04 00:00:00 UTC","Extinct",3.1,"","Strix (Athene) murivora","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"394","Mastacomys fuscus","Mastacomys fuscus",22429430,18563,"Australasian","Terrestrial","2015-07-25 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Pseudomys fuscus","Predation",NA,2,NA,"1",NA,2,NA,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-02-01T00:00:00Z",122,"included_species","Mammals"
"395","Megadyptes antipodes","Megadyptes antipodes",182703046,22697800,"Oceanian","Terrestrial|Marine","2020-08-21 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,8,17,"",NA,0,4,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",5326.24,"included_species","Birds"
"396","Megapodius bernsteinii","Megapodius bernsteinii",195438398,22678593,"Australasian","Terrestrial","2021-02-09 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",768.57,"included_species","Birds"
"397","Megapodius laperouse","Megapodius laperouse",216251541,22678620,"Oceanian","Terrestrial|Marine","2021-08-13 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,2,"",NA,4,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",308,"included_species","Birds"
"398","Megapodius nicobariensis","Megapodius nicobariensis",195335202,22678583,"Indomalayan","Terrestrial","2021-01-27 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",836.69,"included_species","Birds"
"399","Melamprosops phaeosoma","Melamprosops phaeosoma",153774712,22720863,"Oceanian","Terrestrial","2019-08-05 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,2,"",NA,"","","","","","","0",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"400","Melanodryas vittata","Melanodryas vittata",211592401,22704840,"Australasian","Terrestrial","2021-12-03 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",26.6,"included_species","Birds"
"401","Melopyrrha grandis","Melopyrrha grandis",217577217,216918514,"Neotropical","Terrestrial","2022-06-20 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Loxigilla portoricensis grandis, Pyrrhulagra portoricensis","Predation",NA,0,1,"",NA,6,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"402","Mergus australis","Mergus australis",226964244,22680496,"Oceanian","Freshwater (=Inland waters)|Marine","2023-01-27 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","0",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"403","Merulaxis stresemanni","Merulaxis stresemanni",161689029,22703477,"Neotropical","Terrestrial","2020-08-05 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",35,"included_species","Birds"
"404","Mesembriomys gouldii","Mesembriomys gouldii",22448856,13211,"Australasian","Terrestrial","2015-07-19 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"3",NA,1,NA,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-02-01T00:00:00Z",716.5,"included_species","Mammals"
"405","Mesembriomys macrurus","Mesembriomys macrurus",22448770,13212,"Australasian","Terrestrial","2016-07-03 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,0,NA,"0",NA,"Not attributed","","","","","","",NA,"2025-02-01T00:00:00Z",267,"included_species","Mammals"
"406","Mesocapromys sanfelipensis","Mesocapromys sanfelipensis",22186444,13218,"Neotropical","Terrestrial","2017-02-02 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",550,"included_species","Mammals"
"407","Metabolus rugensis","Metabolus rugensis",233100582,22707227,"Oceanian","Terrestrial","2023-09-05 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",23.58,"included_species","Birds"
"408","Microgoura meeki","Microgoura meeki",228013744,22691086,"Australasian","Terrestrial","2023-02-14 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,2,"",1,"","","","","","","0",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"409","Microlophus bivittatus","Microlophus bivittatus",217809016,48444538,"Neotropical","Terrestrial","2014-02-24 00:00:00 UTC","Near Threatened",3.1,"Unknown","Tropidurus bivittata","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"410","Microlophus grayii","Microlophus grayii",48444762,48444750,"Neotropical","Terrestrial","2014-02-24 00:00:00 UTC","Near Threatened",3.1,"Stable","Leiocephalus grayii","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"411","Micrurus meridensis","Micrurus meridensis",56041184,56041167,"Neotropical","Terrestrial","2015-03-10 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"412","Mimus graysoni","Mimus graysoni",179825007,22711084,"Neotropical","Terrestrial","2020-08-28 00:00:00 UTC","Critically Endangered",3.1,"Stable","Harporhynchus graysoni, Mimodes graysoni","Predation",NA,2,6,"",NA,4,3,"",3,"","","","","","","",NA,"2025-07-01T00:00:00Z",65.51,"included_species","Birds"
"413","Mimus melanotis","Mimus melanotis",180990415,22711078,"Neotropical","Terrestrial","2020-08-05 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,3,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",50.53,"included_species","Birds"
"414","Mimus trifasciatus","Mimus trifasciatus",132093428,22711063,"Neotropical","Terrestrial","2018-08-09 00:00:00 UTC","Endangered",3.1,"Stable","Nesomimus trifasciatus, Orpheus trifasciatus","Predation",NA,0,NA,"",NA,3,3,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",62.68,"included_species","Birds"
"415","Miniopterus robustior","Miniopterus robustior",22103451,13570,"Australasian","Terrestrial","2020-06-25 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","Cats not mentioned","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",8.1,"included_species","Mammals"
"416","Mniarogekko jalu","Mniarogekko jalu",123469199,122899301,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"417","Mokopirirakau nebulosus","Mokopirirakau nebulosus",120192534,120188758,"Australasian","Terrestrial","2018-02-28 00:00:00 UTC","Near Threatened",3.1,"Increasing","Heteropholis nebulosus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"418","Mundia elpenor","Mundia elpenor",262001031,22728746,"Afrotropical","Terrestrial","2024-07-01 00:00:00 UTC","Extinct",3.1,"","Atlantisia elpenor","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"419","Mus mayori","Mus mayori",22405572,13969,"Indomalayan","Terrestrial","2024-01-06 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Coelomys bicolor, Coelomys mayori, Mus mayori pococki, Mus mayori mayori","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",29.4,"included_species","Mammals"
"420","Myadestes obscurus","Myadestes obscurus",224016232,22708579,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,NA,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",50.44,"included_species","Birds"
"421","Myadestes palmeri","Myadestes palmeri",235833542,22708583,"Oceanian","Terrestrial","2023-06-02 00:00:00 UTC","Critically Endangered",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,2,NA,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",39.6,"included_species","Birds"
"422","Myotis vivesi","Myotis vivesi",22069146,14209,"Nearctic","Terrestrial","2015-06-19 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Pizonyx vivesi","Predation",NA,1,NA,"",NA,0,1,"",1,"","","","","0","1","",NA,"2025-01-01T00:00:00Z",25,"included_species","Mammals"
"423","Myrmecobius fasciatus","Myrmecobius fasciatus",21949380,14222,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,2,NA,"2",NA,2,3,"1",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",471.5,"included_species","Mammals"
"424","Mysateles prehensilis","Mysateles prehensilis",22187218,80211500,"Neotropical","Terrestrial","2024-03-04 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Mysateles gundlachi, Mysateles meridionalis, Mysateles pallidus, Mysateles poeppingi, Mysateles poeyi","Predation",NA,0,NA,"",NA,4,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",1800,"included_species","Mammals"
"425","Mystacina tuberculata","Mystacina tuberculata",22070543,14261,"Australasian","Terrestrial","2020-10-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,4,NA,"",NA,1,2,"",NA,"","","","","1","2","",NA,"2025-01-01T00:00:00Z",12.6,"included_species","Mammals"
"426","Nactus durrellorum","Nactus durrellorum",17424347,17424288,"Afrotropical","Terrestrial","2018-04-25 00:00:00 UTC","Vulnerable",3.1,"Increasing","Nactus durrelli, Nactus serpensinsula durrelli","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"427","Nactus serpensinsula","Nactus serpensinsula",17424282,17424269,"Afrotropical","Terrestrial","2018-04-30 00:00:00 UTC","Vulnerable",3.1,"Stable","Cyrtodactylus serpensinsula, Gymnodactylus serpensinsula, Nactus serpensinsula, Nactus serpensinsula serpensinsula","Predation",NA,0,NA,"",NA,10,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"428","Nangura spinosa","Nangura spinosa",109480570,109480565,"Australasian","Terrestrial","2017-06-14 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"429","Nannopterum harrisi","Nannopterum harrisi",133546087,22696756,"Neotropical","Terrestrial|Marine","2018-08-09 00:00:00 UTC","Vulnerable",3.1,"Stable","Phalacrocorax harrisi","Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",3016.62,"included_species","Birds"
"430","Nannoscincus gracilis","Nannoscincus gracilis",123249229,176140,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Vulnerable",3.1,"Unknown","Anotis gracilis, Lygosoma gracilis, Mocoa micropus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"431","Nannoscincus hanchisteus","Nannoscincus hanchisteus",123248509,176137,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",1,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"432","Naultinus gemmeus","Naultinus gemmeus",120191388,177826,"Australasian","Terrestrial","2018-02-18 00:00:00 UTC","Endangered",3.1,"Decreasing","Heteropholis gemmeus, Naultinus elegans gemmeus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"433","Naultinus manukanus","Naultinus manukanus",120191682,177827,"Australasian","Terrestrial","2018-02-25 00:00:00 UTC","Endangered",3.1,"Unknown","Heteropholis manukanus McCann, Naultinus elegans manukanus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"434","Necropsittacus rodricanus","Necropsittacus rodricanus",262347522,22728851,"Afrotropical","Terrestrial","2024-07-05 00:00:00 UTC","Extinct",3.1,"","Necropsittacus rodericanus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"435","Neophema chrysogaster","Neophema chrysogaster",130894893,22685203,"Australasian","Terrestrial|Freshwater (=Inland waters)","2018-08-15 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,2,"",1,"","0","Not attributed","","","","",NA,"2025-04-01T00:00:00Z",45.9,"included_species","Birds"
"436","Neophema chrysostoma","Neophema chrysostoma",210989456,22685194,"Australasian","Terrestrial","2021-11-19 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","Cats not mentioned","Cats not mentioned","","","","",NA,"2025-07-01T00:00:00Z",46.1,"included_species","Birds"
"437","Neotamias palmeri","Neotamias palmeri",22267875,21355,"Nearctic","Terrestrial","2016-07-11 00:00:00 UTC","Endangered",3.1,"Decreasing","Eutamias palmeri, Tamias palmeri","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",69.4,"included_species","Mammals"
"438","Nesillas aldabrana","Nesillas aldabrana",262348658,22714587,"Afrotropical","Terrestrial","2024-07-08 00:00:00 UTC","Extinct",3.1,"","Nesillas aldabrana aldabrana","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"439","Nesoenas duboisi","Nesoenas duboisi",261897803,22728712,"Afrotropical","Terrestrial","2024-06-28 00:00:00 UTC","Extinct",3.1,"","Columba duboisi","Predation",NA,0,NA,"",NA,2,2,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"440","Nesoenas mayeri","Nesoenas mayeri",179390191,22690392,"Afrotropical","Terrestrial","2020-07-15 00:00:00 UTC","Vulnerable",3.1,"Stable","Columba mayeri mayeri, Columba mayeri, Streptopelia mayeri","Predation",NA,0,NA,"",NA,0,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",302.76,"included_species","Birds"
"441","Nesofregetta fuliginosa","Nesofregetta fuliginosa",132649758,22698471,"Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",70,"included_species","Birds"
"442","Nesoryzomys darwini","Nesoryzomys darwini",22390382,14706,"Neotropical","Terrestrial","2019-01-25 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,NA,"",1,"","","","","","","",NA,"2025-01-01T00:00:00Z",33.7,"included_species","Mammals"
"443","Nesoryzomys indefessus","Nesoryzomys indefessus",22390443,14708,"Neotropical","Terrestrial","2017-08-23 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,NA,"",1,"","","","","","","",NA,"2025-01-01T00:00:00Z",80.3,"included_species","Mammals"
"444","Nestor notabilis","Nestor notabilis",119243358,22684831,"Oceanian","Terrestrial","2017-10-01 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",862.97,"included_species","Birds"
"445","Notomys amplus","Notomys amplus",254618139,14861,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"0",NA,0,1,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-04-01T00:00:00Z",100,"included_species","Mammals"
"446","Notomys aquilo","Notomys aquilo",22401364,14862,"Australasian","Terrestrial","2015-05-29 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,1,2,"0",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",39,"included_species","Mammals"
"447","Notomys cervinus","Notomys cervinus",22401250,14868,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,1,NA,"0",NA,0,1,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",35,"included_species","Mammals"
"448","Notomys fuscus","Notomys fuscus",22401596,14863,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Vulnerable",3.1,"Unknown",NA,"Predation",NA,3,NA,"7",NA,2,2,"0",NA,"2","","","","","","",NA,"2025-01-01T00:00:00Z",35,"included_species","Mammals"
"449","Notomys longicaudatus","Notomys longicaudatus",254618980,14864,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"","Hapalotis longicaudata","Predation",NA,0,NA,"0",NA,0,1,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-04-01T00:00:00Z",100,"included_species","Mammals"
"450","Notomys macrotis","Notomys macrotis",254619200,14865,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,1,NA,"0",NA,0,1,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-04-01T00:00:00Z",60,"included_species","Mammals"
"451","Notomys mordax","Notomys mordax",254619530,14866,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"","","Predation",NA,0,NA,"0",NA,1,1,"Cats not mentioned",NA,"3","","","","","","",NA,"2025-04-01T00:00:00Z",50,"included_species","Mammals"
"452","Notomys robustus","Notomys robustus",254614367,45958541,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"Cats not mentioned",NA,0,NA,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-03-01T00:00:00Z",50,"included_species","Mammals"
"453","Notopteris neocaledonicus","Notopteris neocaledonicus",21982137,136519,"Australasian","Terrestrial","2018-08-31 00:00:00 UTC","Endangered",3.1,"Decreasing","Notopteris neocaledonica","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Mammals"
"454","Numenius tahitiensis","Numenius tahitiensis",181357867,22693182,"Nearctic|Neotropical|Oceanian","Terrestrial|Marine","2020-08-10 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,2,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",400.08,"included_species","Birds"
"455","Nyctanassa carcinocatactes","Nyctanassa carcinocatactes",221213270,62286255,"Neotropical","Terrestrial|Freshwater (=Inland waters)","2022-09-16 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","0",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"456","Nycticorax mauritianus","Nycticorax mauritianus",262276501,22728777,"Afrotropical","Terrestrial|Freshwater (=Inland waters)","2024-07-04 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"457","Nycticorax megacephalus","Nycticorax megacephalus",262277571,22728787,"Afrotropical","Freshwater (=Inland waters)","2024-07-04 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"458","Oedodera marmorata","Oedodera marmorata",123253917,176174,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"459","Oligosoma acrinasum","Oligosoma acrinasum",120191980,178264,"Australasian","Terrestrial","2019-11-21 00:00:00 UTC","Near Threatened",3.1,"Increasing","Girardiscincus acrinasum, Leiolopisma acrinasum","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"460","Oligosoma burganae","Oligosoma burganae",120192574,120189166,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"461","Oligosoma grande","Oligosoma grande",120190579,15257,"Australasian","Terrestrial","2018-02-18 00:00:00 UTC","Endangered",3.1,"Stable","Mocoa grandis","Predation",NA,1,2,"",1,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
