"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"636","Sauromalus slevini","Sauromalus slevini",1414913,174484,"Nearctic","Terrestrial","2018-06-04 00:00:00 UTC","Near Threatened",3.1,"Unknown","Sauromalus ater slevini","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"637","Saxicola dacotiae","Saxicola dacotiae",205920538,22710177,"Palearctic","Terrestrial","2022-05-04 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,2,3,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",12.2,"included_species","Birds"
"638","Scolopax mira","Scolopax mira",93381144,22693056,"Palearctic","Terrestrial","2016-10-01 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,1,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",447,"included_species","Birds"
"639","Sephanoides fernandensis","Sephanoides fernandensis",179402328,22687863,"Neotropical","Terrestrial","2020-07-15 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,5,1,"",1,"","","","","","","0",NA,"2025-06-01T00:00:00Z",8.73,"included_species","Birds"
"640","Setonix brachyurus","Setonix brachyurus",166611530,20165,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,2,3,"2",NA,6,3,"1",NA,"Not attributed","","","","","","",NA,"2025-05-01T00:00:00Z",3250,"included_species","Mammals"
"641","Setophaga graysoni","Setophaga graysoni",180119340,103798676,"Neotropical","Terrestrial","2020-08-31 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",6.82,"included_species","Birds"
"642","Sigaloseps balios","Sigaloseps balios",123469229,122904066,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"643","Sigaloseps conditus","Sigaloseps conditus",123469234,122904352,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"644","Sigaloseps ruficauda","Sigaloseps ruficauda",123734325,123732608,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"645","Sittiparus owstoni","Sittiparus owstoni",118641514,103758982,"Palearctic","Terrestrial","2017-10-01 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",17,"included_species","Birds"
"646","Sminthopsis bindi","Sminthopsis bindi",21948917,40551,"Australasian","Terrestrial","2014-03-16 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"1",NA,0,NA,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",16,"included_species","Mammals"
"647","Sminthopsis butleri","Sminthopsis butleri",21948035,20295,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"1",NA,1,2,"0",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",25,"included_species","Mammals"
"648","Sminthopsis douglasi","Sminthopsis douglasi",21948305,20290,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Antechinomys douglasi","Predation",NA,1,NA,"5",NA,1,NA,"0",NA,"5","","","","","","",NA,"2025-01-01T00:00:00Z",55,"included_species","Mammals"
"649","Sminthopsis psammophila","Sminthopsis psammophila",21947794,20293,"Australasian","Terrestrial","2014-03-17 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Antechinomys psammophila","Predation",NA,0,NA,"0",NA,0,2,"0",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",33.5,"included_species","Mammals"
"650","Solenodon marcanoi","Solenodon marcanoi",22327069,20322,"Neotropical","Terrestrial","2018-01-09 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",230,"included_species","Mammals"
"651","Sphaerodactylus beattyi","Sphaerodactylus beattyi",115485806,75605335,"Neotropical","Terrestrial","2015-07-24 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"652","Sphaerodactylus inaguae","Sphaerodactylus inaguae",75607769,75605460,"Neotropical","Terrestrial","2015-07-23 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"653","Sphaerodactylus kirbyi","Sphaerodactylus kirbyi",115333701,194266,"Neotropical","Terrestrial","2011-01-28 00:00:00 UTC","Vulnerable",3.1,"Unknown",NA,"Predation",NA,1,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"654","Sphaerodactylus mariguanae","Sphaerodactylus mariguanae",75607804,75605520,"Neotropical","Terrestrial","2015-07-23 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,3,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"655","Spheniscus demersus","Spheniscus demersus",256021744,22697810,"Afrotropical","Terrestrial|Marine","2024-07-04 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Diomedea demersa","Predation",NA,2,NA,"",NA,4,1,"",3,"","","","","","","",NA,"2025-01-01T00:00:00Z",3130.11,"included_species","Birds"
"656","Spheniscus humboldti","Spheniscus humboldti",182714418,22697817,"Neotropical","Terrestrial|Marine","2020-08-21 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",4366.39,"included_species","Birds"
"657","Spheniscus mendiculus","Spheniscus mendiculus",182729677,22697825,"Neotropical","Terrestrial|Marine","2020-08-21 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation, disease",NA,1,6,"",NA,4,3,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",1921.86,"included_species","Birds"
"658","Spilogale pygmaea","Spilogale pygmaea",45211592,41637,"Neotropical","Terrestrial","2015-05-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",235,"included_species","Mammals"
"659","Spizocorys fringillaris","Spizocorys fringillaris",177702444,22717368,"Afrotropical","Terrestrial","2020-06-19 00:00:00 UTC","Endangered",3.1,"Decreasing","Alauda fringillaris","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",19.15,"included_species","Birds"
"660","Spondylurus anegadae","Spondylurus anegadae",115397395,47103121,"Neotropical","Terrestrial","2015-07-24 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Spondylurus anegadeae","Predation",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"661","Spondylurus caicosae","Spondylurus caicosae",115397545,47103133,"Neotropical","Terrestrial","2015-07-23 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"662","Spondylurus fulgidus","Spondylurus fulgidus",115397740,47103157,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Endangered",3.1,"Decreasing","Mabuia fulgida, Mabuya fulgida, Spondylurus fulgida","Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"663","Spondylurus monae","Spondylurus monae",47103254,47103248,"Neotropical","Terrestrial","2013-08-13 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"664","Sterna striata","Sterna striata",155620380,22694607,"Oceanian","Terrestrial|Freshwater (=Inland waters)|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","0","0","","","","",NA,"2025-05-01T00:00:00Z",129,"included_species","Birds"
"665","Sterna virgata","Sterna virgata",132564557,22694641,"Afrotropical|Antarctic","Terrestrial|Freshwater (=Inland waters)|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,1,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",126,"included_species","Birds"
"666","Sternula lorata","Sternula lorata",155621597,22694685,"Neotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing","Sterna lorata","Predation",NA,1,1,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",53.8,"included_species","Birds"
"667","Sternula nereis","Sternula nereis",132568135,22694691,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Sterna nereis, Sternula nereis nereis","Predation",NA,1,2,"",NA,2,4,"",NA,"","0","Not attributed","","","","",NA,"2025-04-01T00:00:00Z",72.3,"included_species","Birds"
"668","Strigops habroptilus","Strigops habroptilus",129751169,22685245,"Oceanian","Terrestrial","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Increasing","Strigops habroptila","Predation",NA,1,NA,"",4,1,NA,"",1,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Birds"
"669","Sylvilagus dicei","Sylvilagus dicei",45180947,21209,"Neotropical","Terrestrial","2016-07-21 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",1442.9,"included_species","Mammals"
"670","Sylvilagus mansuetus","Sylvilagus mansuetus",131232447,21210,"Neotropical","Terrestrial","2016-05-31 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,6,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",649.8,"included_species","Mammals"
"671","Synthliboramphus craveri","Synthliboramphus craveri",179078444,22694887,"Nearctic","Terrestrial|Marine","2020-08-27 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Brachyramphus craveri craveri","Predation",NA,1,3,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",151,"included_species","Birds"
"672","Synthliboramphus hypoleucus","Synthliboramphus hypoleucus",132673655,62101215,"Nearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing","Synthliboramphus hypoleucus, Endomychura hypoleuca","Predation",NA,1,4,"",NA,2,2,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",167,"included_species","Birds"
"673","Synthliboramphus scrippsi","Synthliboramphus scrippsi",178995789,62101249,"Nearctic","Terrestrial|Marine","2020-08-28 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Synthliboramphus hypoleucus","Predation",NA,2,3,"",NA,2,2,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",167,"included_species","Birds"
"674","Synthliboramphus wumizusume","Synthliboramphus wumizusume",132580332,22694899,"Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",198,"included_species","Birds"
"675","Syrmaticus soemmerringii","Syrmaticus soemmerringii",92811551,22679340,"Palearctic","Terrestrial","2016-10-01 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Syrmaticus soemmerringi soemmerringi","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",1081.66,"included_species","Birds"
"676","Tarentola raziana","Tarentola raziana",13152206,13152199,"Afrotropical","Terrestrial","2012-09-17 00:00:00 UTC","Near Threatened",3.1,"Unknown","Tarentola caboverdiana raziana, Tarentola caboverdianus raziana, Tarentola delalandii rudis, Tarentola delalandii delalandii","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"677","Tarsius dentatus","Tarsius dentatus",17977790,21489,"Australasian","Terrestrial","2015-11-23 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Tarsius dianae","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",107,"included_species","Mammals"
"678","Tarsius fuscus","Tarsius fuscus",162369616,162369593,"Australasian","Terrestrial","2020-03-26 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Tarsius fuscomanus","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Mammals"
"679","Tarsius niemitzi","Tarsius niemitzi",171341769,162337005,"Australasian","Terrestrial","2020-03-22 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Mammals"
"680","Tarsius pelengensis","Tarsius pelengensis",17977515,21494,"Australasian","Terrestrial","2015-11-23 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",170,"included_species","Mammals"
"681","Tarsius spectrumgurskyae","Tarsius spectrumgurskyae",162336580,162336422,"Australasian","Terrestrial","2020-03-20 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Mammals"
"682","Tarsius supriatnai","Tarsius supriatnai",220971513,162336881,"Indomalayan","Terrestrial","2020-03-20 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Mammals"
"683","Tarsius tarsier","Tarsius tarsier",17978304,162369551,"Australasian","Terrestrial","2015-11-23 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Lemur tarsier, Tarsius buffonii, Tarsius daubentonii, Tarsius macrotarsos, Tarsius pallassii, Tarsius podje, Tarsius spectrum","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",200,"included_species","Mammals"
"684","Thalassarche steadi","Thalassarche steadi",132661314,22729609,"Afrotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,3,"",NA,3,NA,"",NA,"","1","0","","","","",NA,"2025-05-01T00:00:00Z",3897.7,"included_species","Birds"
"685","Thamnophis gigas","Thamnophis gigas",9310655,21706,"Nearctic","Terrestrial|Freshwater (=Inland waters)","2007-03-01 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"686","Thinornis cucullatus","Thinornis cucullatus",93429190,22693883,"Oceanian","Freshwater (=Inland waters)|Marine","2016-10-01 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Charadrius rubricollis rubricollis, Thinornis rubricollis","Predation",NA,0,NA,"",NA,2,1,"",NA,"","4","Cats not mentioned","","","","",NA,"2025-03-01T00:00:00Z",100,"included_species","Birds"
"687","Thinornis novaeseelandiae","Thinornis novaeseelandiae",214215381,22693899,"Australasian","Terrestrial|Marine","2022-06-16 00:00:00 UTC","Endangered",3.1,"Increasing",NA,"Predation",NA,0,1,"",1,3,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",61,"included_species","Birds"
"688","Threskiornis solitarius","Threskiornis solitarius",262272153,22728791,"Afrotropical","Terrestrial|Freshwater (=Inland waters)","2024-07-04 00:00:00 UTC","Extinct",3.1,"","Apterornis solitarius, Apterornis solitarius, Raphus solitarius","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","0",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"689","Todiramphus cinnamominus","Todiramphus cinnamominus",261269865,22725862,"Oceanian","Terrestrial","2024-06-18 00:00:00 UTC","Extinct in the Wild",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",62.2,"included_species","Birds"
"690","Todiramphus gambieri","Todiramphus gambieri",232219952,22683499,"Oceanian","Terrestrial","2024-06-14 00:00:00 UTC","Critically Endangered",3.1,"Stable","Halcyon gambieri, Todirhamphus gambieri","Predation",NA,1,NA,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",39,"included_species","Birds"
"691","Todiramphus godeffroyi","Todiramphus godeffroyi",149519891,22683487,"Oceanian","Terrestrial|Freshwater (=Inland waters)","2019-08-15 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Halcyon godeffroyi godeffroyi, Todirhamphus godeffroyi godeffroyi, Todirhamphus godeffroyi godeffroyi","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",63.35,"included_species","Birds"
"692","Todiramphus pelewensis","Todiramphus pelewensis",216509802,22725870,"Oceanian","Terrestrial","2022-04-20 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",62.2,"included_species","Birds"
"693","Todiramphus tutus","Todiramphus tutus",156621538,22683479,"Oceanian","Terrestrial|Freshwater (=Inland waters)","2019-08-13 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Todirhamphus tuta tuta","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",42.32,"included_species","Birds"
"694","Tokudaia muenninki","Tokudaia muenninki",22409515,21972,"Indomalayan","Terrestrial","2015-12-14 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",177.4,"included_species","Mammals"
"695","Tokudaia osimensis","Tokudaia osimensis",22409638,21973,"Indomalayan","Terrestrial","2015-12-14 00:00:00 UTC","Endangered",3.1,"Decreasing","Rattus jerdoni osimensis","Predation",NA,1,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",129.6,"included_species","Mammals"
"696","Tokudaia tokunoshimensis","Tokudaia tokunoshimensis",22409747,136695,"Indomalayan","Terrestrial","2015-12-14 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",290.5,"included_species","Mammals"
"697","Toxostoma guttatum","Toxostoma guttatum",179828104,22711105,"Neotropical","Terrestrial","2020-08-28 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","0",NA,"2025-05-01T00:00:00Z",52.8,"included_species","Birds"
"698","Traversia lyalli","Traversia lyalli",235580956,22698593,"Australasian","Terrestrial","2023-05-22 00:00:00 UTC","Extinct",3.1,"","Xenicus lyalli lyalli","Predation",NA,0,6,"",NA,2,1,"",2,"","","","","","","6",NA,"2025-06-01T00:00:00Z",NA,"included_species","Birds"
"699","Trichechus manatus","Trichechus manatus",43792740,22103,"Nearctic|Neotropical","Freshwater (=Inland waters)|Marine","2023-09-04 00:00:00 UTC","Vulnerable",3.1,"Unknown",NA,"Disease",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",341000,"excluded_species","Mammals"
"700","Troglodytes sissonii","Troglodytes sissonii",179767818,22711380,"Neotropical","Terrestrial","2020-08-31 00:00:00 UTC","Near Threatened",3.1,"Unknown","Thryomanes sissonii","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",7.8,"included_species","Birds"
"701","Tropidophis bucculentus","Tropidophis bucculentus",75607979,75606372,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Ungalia bucculenta","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"702","Tropidophis jamaicensis","Tropidophis jamaicensis",75608034,75606528,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Endangered",3.1,"Decreasing","Tropidophis haetianus jamaicensis","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"703","Tropidophis schwartzi","Tropidophis schwartzi",75608069,75606623,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Tropidophis caymanensis schwartzi","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
