scientificName,spp_name_corrected,assessmentId,internalTaxonId,realm,systems,assessmentDate,redlistCategory,criteriaVersion,populationTrend,Synonyms_or_previous_lump,Cat_effect,EXCLUDE_cats_not_attributed,Web_of_Science_no_claim,Snowball,Wallach_AU_mammal_no_claim,Opportunistic,IUCN_references,Doherty_references0_NA,Dickman_AU_mammal,Medina_references0_NA,Woinarski_AU_mammal,Garnett2020_AU_birds,Garnett2010_AU_birds,Alberts_iguanas,Oedin_bats,Welch_bats,Hume_EX_birds,Hess,Search_conducted,Mass_g_final,exclude_species,class
Petrogale burbidgei,Petrogale burbidgei,21955902,16744,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,0,,0,,Cats not mentioned,,1,,,,,,,,2025-01-01T00:00:00Z,1258,included_species,Mammals
Petrogale concinna,Petrogale concinna,21955087,16761,Australasian,Terrestrial,2014-03-21 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,0,,0,,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,1400,included_species,Mammals
Petrogale lateralis,Petrogale lateralis,21955343,16751,Australasian,Terrestrial,2014-03-17 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,4,,3,,0,,1,,0,,,,,,,,2025-01-01T00:00:00Z,4625,included_species,Mammals
Petrogale penicillata,Petrogale penicillata,21955754,16746,Australasian,Terrestrial,2014-05-28 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,,1,,0,,0,,1,,,,,,,,2025-01-01T00:00:00Z,7100,included_species,Mammals
Petroica multicolor,Petroica multicolor,231294080,103734824,Australasian,Terrestrial,2023-03-30 00:00:00 UTC,Endangered,3.1,Decreasing,,Predation,,1,,,,2,,,,,2,0,,,,,,2025-05-01T00:00:00Z,11.36,included_species,Birds
Petroica traversi,Petroica traversi,209015125,22704831,Australasian,Terrestrial,2021-10-21 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,1,,,1,2,,1,,,,,,,,,2025-07-01T00:00:00Z,23.5,included_species,Birds
Pezophaps solitaria,Pezophaps solitaria,261927718,22690062,Afrotropical,Terrestrial,2024-07-08 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,2,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,Birds
Pezoporus occidentalis,Pezoporus occidentalis,211825128,22685237,Australasian,Terrestrial,2021-12-09 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Geopsittacus occidentalis,Predation,,3,,,,3,1,,,,2,2,,,,,,2025-05-01T00:00:00Z,130,included_species,Birds
Phalacrocorax featherstoni,Phalacrocorax featherstoni,132595530,22696907,Oceanian,Terrestrial|Marine,2018-08-08 00:00:00 UTC,Endangered,3.1,Decreasing,Stictocarbo featherstoni featherstoni,Predation,,0,,,,0,2,,1,,,,,,,,,2025-04-01T00:00:00Z,1041.85,included_species,Birds
Phalacrocorax nigrogularis,Phalacrocorax nigrogularis,155525071,22696802,Afrotropical|Palearctic,Terrestrial|Marine,2018-08-08 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,2,,,1,1,,,,,,,,,,,2025-06-01T00:00:00Z,1560,included_species,Birds
Phascogale calura,Phascogale calura,21944219,16888,Australasian,Terrestrial,2014-09-21 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,2,,1,,0,,Cats not mentioned,,2,,,,,,,,2025-01-01T00:00:00Z,51.5,included_species,Mammals
Phascogale pirata,Phascogale pirata,21944455,16889,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Vulnerable,3.1,Unknown,"Phascogale tapoatafa, Phascogale tapoatafa pirata",Predation,,1,,1,,1,2,Cats not mentioned,,1,,,,,,,,2025-01-01T00:00:00Z,181.5,included_species,Mammals
Phascogale tapoatafa,Phascogale tapoatafa,166495589,16890,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,2,,2,,0,,1,,1,,,,,,,,2025-05-01T00:00:00Z,193.5,included_species,Mammals
Phasmasaurus maruia,Phasmasaurus maruia,123260408,29454,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,Lioscincus maruia,Predation,,0,,,1,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Phasmasaurus tillieri,Phasmasaurus tillieri,123260873,176190,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Near Threatened,3.1,Unknown,Lioscincus tillieri,Predation,,0,,,1,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Phelsuma edwardnewtonii,Phelsuma edwardnewtonii,17432636,17432631,Afrotropical,Terrestrial,2020-01-28 00:00:00 UTC,Extinct,3.1,,Phelsuma newtoni,Predation,,0,,,,2,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Phelsuma guentheri,Phelsuma guentheri,152274946,16926,Afrotropical,Terrestrial,2018-04-23 00:00:00 UTC,Vulnerable,3.1,Increasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Phelsuma guimbeaui,Phelsuma guimbeaui,13484162,13484151,Afrotropical,Terrestrial,2019-11-22 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Phelsuma rosagularis,Phelsuma rosagularis,13484209,13484200,Afrotropical,Terrestrial,2020-01-30 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Philoria frosti,Philoria frosti,78428326,16997,Australasian,Terrestrial|Freshwater (=Inland waters),2021-06-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,1,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Phoebastria immutabilis,Phoebastria immutabilis,132643073,22698365,Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Stable,Diomedea immutabilis,Predation,,1,1,,,1,,,1,,,,,,,,1,2025-05-01T00:00:00Z,3145.93,included_species,Birds
Phoebetria fusca,Phoebetria fusca,132645596,22698431,Afrotropical|Antarctic|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,,,,1,2,,,,Cats not mentioned,0,,,,,,2025-05-01T00:00:00Z,2553.66,included_species,Birds
Phoebetria palpebrata,Phoebetria palpebrata,132647449,22698448,Afrotropical|Antarctic|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,1,,,,1,,,,,Not attributed,0,,,,,,2025-05-01T00:00:00Z,3150,included_species,Birds
Pholidoscelis dorsalis,Pholidoscelis dorsalis,121640494,50009027,Neotropical,Terrestrial,2015-07-21 00:00:00 UTC,Endangered,3.1,Decreasing,Ameiva dorsalis,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Pholidoscelis griswoldi,Pholidoscelis griswoldi,121641260,50009821,Neotropical,Terrestrial,2015-07-22 00:00:00 UTC,Near Threatened,3.1,Decreasing,Ameiva griswoldi,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Phoniscus papuensis,Phoniscus papuensis,22021190,10982,Australasian,Terrestrial,2020-12-10 00:00:00 UTC,Vulnerable,3.1,Unknown,Kerivoula papuensis,Predation,,0,,0,,1,,Cats not mentioned,,Not attributed,,,,0,Cats not mentioned,,,2025-01-01T00:00:00Z,6.2,included_species,Mammals
Phyllodactylus darwini,Phyllodactylus darwini,217808624,48443561,Neotropical,Terrestrial,2014-02-24 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Phyllodactylus leei,Phyllodactylus leei,56282962,178276,Neotropical,Terrestrial,2014-02-24 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Phyllodactylus pulcher,Phyllodactylus pulcher,115401286,48443321,Neotropical,Terrestrial,2015-07-22 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Phyllodactylus rutteni,Phyllodactylus rutteni,48443149,48443145,Neotropical,Terrestrial,2014-11-24 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Phyllodactylus sentosus,Phyllodactylus sentosus,48442982,48442971,Neotropical,Terrestrial,2014-02-26 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Phyllomys thomasi,Phyllomys thomasi,22210762,6989,Neotropical,Terrestrial,2016-06-10 00:00:00 UTC,Endangered,3.1,Decreasing,Echimys thomasi,Predation,,0,,,,0,1,,,,,,,,,,,2025-01-01T00:00:00Z,560.2,included_species,Mammals
Phyllonycteris aphylla,Phyllonycteris aphylla,22133396,17173,Neotropical,Terrestrial,2015-03-06 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,0,Cats not mentioned,,,2025-01-01T00:00:00Z,24.5,included_species,Mammals
Pipilo socorroensis,Pipilo socorroensis,179961716,103773037,Nearctic|Neotropical,Terrestrial,2020-08-31 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,39.28,included_species,Birds
Pipistrellus maderensis,Pipistrellus maderensis,211010717,17315,Palearctic,Terrestrial,2023-02-03 00:00:00 UTC,Endangered,3.1,Decreasing,Vesperugo maderensis,Predation,,0,,,,1,,,,,,,,0,Cats not mentioned,,,2025-05-01T00:00:00Z,7,included_species,Mammals
Pitta superba,Pitta superba,209885436,22698640,Australasian,Terrestrial,2022-07-28 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,115,included_species,Birds
Plestiodon barbouri,Plestiodon barbouri,96879280,199742,Indomalayan,Terrestrial,2016-12-13 00:00:00 UTC,Vulnerable,3.1,Decreasing,Eumeces barbouri,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Plestiodon kishinouyei,Plestiodon kishinouyei,96877356,8217,Indomalayan,Terrestrial,2016-12-13 00:00:00 UTC,Vulnerable,3.1,Decreasing,Eumeces kishinouyei,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Plestiodon longirostris,Plestiodon longirostris,121499536,8218,Nearctic,Terrestrial,2020-01-23 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Eumeces longirostris,Predation,,2,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Ploceus grandis,Ploceus grandis,176388594,22718925,Afrotropical,Terrestrial,2020-06-01 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,63.48,included_species,Birds
Podarcis lilfordi,Podarcis lilfordi,137843212,17795,Palearctic,Terrestrial,2022-10-07 00:00:00 UTC,Near Threatened,3.1,Stable,Zootoca lilfordi,Predation,,1,,,,0,2,,1,,,,,,,,,2025-06-01T00:00:00Z,,included_species,Reptiles
Podarcis pityusensis,Podarcis pityusensis,137843475,17800,Palearctic,Terrestrial,2022-10-08 00:00:00 UTC,Endangered,3.1,Decreasing,Lacerta muralis pityusensis,Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Podomys floridanus,Podomys floridanus,22339074,17830,Nearctic|Neotropical,Terrestrial,2017-03-22 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,30.8,included_species,Mammals
Pomarea dimidiata,Pomarea dimidiata,132072143,22707172,Oceanian,Terrestrial,2018-08-09 00:00:00 UTC,Vulnerable,3.1,Increasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-04-01T00:00:00Z,23,included_species,Birds
Pomarea fluxa,Pomarea fluxa,230915546,22732926,Oceanian,Terrestrial,2023-03-24 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,1,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
Pomarea iphis,Pomarea iphis,119194254,22734314,Oceanian,Terrestrial,2017-10-01 00:00:00 UTC,Critically Endangered,3.1,Stable,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,23.9,included_species,Birds
Pomarea mendozae,Pomarea mendozae,210741049,22734320,Oceanian,Terrestrial,2022-06-01 00:00:00 UTC,Endangered,3.1,Stable,NA,Predation,,0,,,,2,2,,1,,,,,,,Not attributed,,2025-05-01T00:00:00Z,29.6,included_species,Birds
Pomarea mira,Pomarea mira,157473406,22732931,Oceanian,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,29.6,included_species,Birds
Pomarea nigra,Pomarea nigra,173465740,22707178,Oceanian,Terrestrial,2020-07-02 00:00:00 UTC,Critically Endangered,3.1,Increasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,25.4,included_species,Birds
Pomarea whitneyi,Pomarea whitneyi,155462058,22707192,Oceanian,Terrestrial,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,1,,,,0,1,,,,,,,,,,,2025-06-01T00:00:00Z,42.5,included_species,Birds
Poodytes rufescens,Poodytes rufescens,246108014,22728902,Australasian,Terrestrial,2023-09-28 00:00:00 UTC,Extinct,3.1,,"Bowdleria rufescens, Megalurus rufescens, Sphenoeacus rufescens",Predation,,0,,,,2,,,,,,,,,,1,,2025-07-01T00:00:00Z,,included_species,
Porphyrio paepae,Porphyrio paepae,230907670,62263064,Oceanian,Terrestrial|Freshwater (=Inland waters),2023-03-24 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,1,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,,included_species,
Potorous gilbertii,Potorous gilbertii,21960726,18107,Australasian,Terrestrial,2016-06-27 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Potorous tridactylus gilbertii,Predation,,0,,0,,0,2,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,962.5,included_species,Mammals
Potorous tridactylus,Potorous tridactylus,166499137,41511,Australasian,Terrestrial,2014-05-28 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,8,1,6,,0,,0,,1,,,,,,,,2025-05-01T00:00:00Z,1100,included_species,Mammals
Pristidactylus volcanensis,Pristidactylus volcanensis,2761213,203156,Neotropical,Terrestrial,2015-05-29 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Procellaria aequinoctialis,Procellaria aequinoctialis,132628887,22698140,Afrotropical|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,5,,,,2,2,,4,,0,Not attributed,,,,,,2025-05-01T00:00:00Z,1213,included_species,Birds
Procellaria cinerea,Procellaria cinerea,175348962,22698159,Afrotropical|Antarctic|Neotropical|Oceanian,Terrestrial|Marine,2020-05-15 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,3,2,,,0,,,,,Not attributed,1,,,,,,2025-05-01T00:00:00Z,1131,included_species,Birds
Procellaria parkinsoni,Procellaria parkinsoni,132629374,22698150,Neotropical|Oceanian,Terrestrial|Marine,2018-08-16 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,1,1,,,1,,,3,,0,1,,,,,,2025-05-01T00:00:00Z,702.2,included_species,Birds
Procellaria westlandica,Procellaria westlandica,132629809,22698155,Neotropical|Oceanian,Terrestrial|Marine,2018-08-20 00:00:00 UTC,Endangered,3.1,Unknown,NA,Predation,,0,,,,1,1,,,,Not attributed,Not attributed,,,,,,2025-05-01T00:00:00Z,1199,included_species,Birds
Procyon pygmaeus,Procyon pygmaeus,45201913,18267,Neotropical,Terrestrial,2016-02-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Disease,,0,,,,1,,,,,,,,,,,,2025-02-01T00:00:00Z,2500,excluded_species,Mammals
Prosobonia cancellata,Prosobonia parvirostris,246202198,62289108,Oceanian,Terrestrial|Marine,2023-09-30 00:00:00 UTC,Extinct,3.1,,NA,Predation,,1,,,,0,2,,,,,,,,,1,,2025-06-01T00:00:00Z,36,included_species,Birds
Prosobonia parvirostris,Prosobonia parvirostris,229059793,62289271,Oceanian,Terrestrial|Marine,2023-03-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,3,2,,,,,,,,,,,2025-07-01T00:00:00Z,36,included_species,Birds
Pseudalsophis biserialis,Pseudalsophis biserialis,56253872,190541,Neotropical,Terrestrial,2014-01-26 00:00:00 UTC,Near Threatened,3.1,Unknown,"Alsophis biserialis, Herpetodryas biserialis",Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Pseudalsophis steindachneri,Pseudalsophis steindachneri,54447669,190542,Neotropical,Terrestrial,2014-02-24 00:00:00 UTC,Near Threatened,3.1,Decreasing,"Antillophis steindachneri, Dromicus steindachneri",Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Pseudantechinus mimulus,Pseudantechinus mimulus,21945496,18447,Australasian,Terrestrial,2014-03-08 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,0,,1,2,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,17,included_species,Mammals
Pseudemoia cryodroma,Pseudemoia cryodroma,109480945,109480937,Australasian,Terrestrial,2017-06-13 00:00:00 UTC,Endangered,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Pseudobulweria aterrima,Pseudobulweria aterrima,132611797,22697896,Afrotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Procellaria aterrima, Pterodroma aterrima aterrima",Predation,,2,,,,1,1,,1,,,,,,,,,2025-04-01T00:00:00Z,232,included_species,Birds
Pseudobulweria becki,Pseudobulweria becki,132612218,22697913,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Procellaria becki, Pterodroma becki becki",Predation,,0,,,,1,1,,,,,,,,,,,2025-05-01T00:00:00Z,409,included_species,Birds
Pseudobulweria macgillivrayi,Pseudobulweria macgillivrayi,132613365,22697935,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Pterodroma macgillivrayi macgillivrayi, Thalassidroma macgillivrayi",Predation,,1,,,,1,1,,1,,,,,,,,,2025-05-01T00:00:00Z,143,included_species,Birds
Pseudobulweria rostrata,Pseudobulweria rostrata,132612667,22697925,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Decreasing,Pterodroma rostrata,Predation,,0,,,,1,,,,,1,1,,,,,,2025-05-01T00:00:00Z,409,included_species,Birds
Pseudocheirus occidentalis,Pseudocheirus occidentalis,21963100,18492,Australasian,Terrestrial,2014-03-09 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,2,,1,,2,2,0,,1,,,,,,,,2025-01-01T00:00:00Z,987.5,included_species,Mammals
Pseudomys auritus,Pseudomys auritus,254623623,75927882,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,0,,0,,Cats not mentioned,,3,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Pseudomys australis,Pseudomys australis,115493152,75927871,Australasian,Terrestrial,2015-07-25 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,4,,5,,1,4,1,,3,,,,,,,,2025-04-01T00:00:00Z,65,included_species,Mammals
Pseudomys calabyi,Pseudomys calabyi,22399037,136808,Australasian,Terrestrial,2015-06-04 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,Cats not mentioned,,0,1,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,22.5,included_species,Mammals
Pseudomys fieldi,Pseudomys fieldi,22398445,18549,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,0,,1,1,0,1,1,,,,,,,,2025-01-01T00:00:00Z,45,included_species,Mammals
Pseudomys fumeus,Pseudomys fumeus,22398566,18550,Australasian,Terrestrial,2015-07-26 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,1,,0,2,Cats not mentioned,,5,,,,,,,,2025-01-01T00:00:00Z,70,included_species,Mammals
Pseudomys glaucus,Pseudomys glaucus,254617306,18564,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,1,0,,1,1,Cats not mentioned,,1,,,,,,,,2025-04-01T00:00:00Z,30,included_species,Mammals
Pseudomys gouldii,Pseudomys gouldii,248638568,248637991,Australasian,Terrestrial,2023-11-24 00:00:00 UTC,Vulnerable,3.1,Increasing,"Mus gouldii, Pseudomys praeconis, Pseudomys fieldi, Pseudomys rawlinnae",Predation,,0,,Cats not mentioned,,0,1,0,,0,,,,,,,,2025-06-01T00:00:00Z,50,included_species,Mammals
Pseudomys novaehollandiae,Pseudomys novaehollandiae,254615075,18552,Australasian,Terrestrial,2024-06-15 00:00:00 UTC,Vulnerable,3.1,Decreasing,Mus novaehollandiae,Predation,,4,,1,,0,,1,,0,,,,,,,,2025-04-01T00:00:00Z,20,included_species,Mammals
Pseudomys occidentalis,Pseudomys occidentalis,22398121,18553,Australasian,Terrestrial,2016-07-03 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,0,,0,,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,34,included_species,Mammals
Pseudomys oralis,Pseudomys oralis,115143455,18554,Australasian,Terrestrial,2016-02-24 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,0,,1,1,0,,3,,,,,,,,2025-04-01T00:00:00Z,95,included_species,Mammals
Pseudomys shortridgei,Pseudomys shortridgei,254616177,18557,Australasian,Terrestrial,2024-06-15 00:00:00 UTC,Endangered,3.1,Decreasing,Mus shortridgei,Predation,,1,,0,,0,,0,,3,,,,,,,,2025-04-01T00:00:00Z,70,included_species,Mammals
Pseudonestor xanthophrys,Pseudonestor xanthophrys,224743508,22720753,Oceanian,Terrestrial,2022-12-08 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,22.1,included_species,Birds
Psittirostra psittacea,Psittirostra psittacea,248950875,22720734,Oceanian,Terrestrial,2024-02-26 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,28.62,included_species,Birds
Pterodroma alba,Pterodroma alba,183088698,22698001,Oceanian,Terrestrial|Marine,2020-08-25 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,,,,3,2,,1,,,,,,,,,2025-07-01T00:00:00Z,259,included_species,Birds
Pterodroma arminjoniana,Pterodroma arminjoniana,132618884,22698005,Neotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,1,1,,1,,,,,,,,,2025-05-01T00:00:00Z,394,included_species,Birds
Pterodroma atrata,Pterodroma atrata,132659355,22728442,Oceanian,Terrestrial|Marine,2018-08-17 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,1,,,,,,,,,2025-06-01T00:00:00Z,394,included_species,Birds
Pterodroma axillaris,Pterodroma axillaris,132613763,22697949,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Increasing,NA,Predation,,0,,,,0,1,,1,,,,,,,,,2025-05-01T00:00:00Z,165,included_species,Birds
Pterodroma baraui,Pterodroma baraui,132621225,22698035,Afrotropical|Indomalayan|Oceanian,Terrestrial|Marine,2018-08-20 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,5,,,,1,2,,1,,,,,,,,,2025-05-01T00:00:00Z,400,included_species,Birds
Pterodroma brevipes,Pterodroma brevipes,132617265,22697987,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,,,,1,1,,,,,,,,,,,2025-05-01T00:00:00Z,147.05,included_species,Birds
Pterodroma cahow,Pterodroma cahow,132624115,22698088,Nearctic|Neotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Increasing,NA,Predation,,1,,,,0,2,,,,,,,,,,,2025-05-01T00:00:00Z,246,included_species,Birds
Pterodroma cervicalis,Pterodroma cervicalis,132614556,22697957,Nearctic|Neotropical|Oceanian|Palearctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Increasing,NA,Predation,,0,,,,0,1,,2,,Not attributed,1,,,,,,2025-05-01T00:00:00Z,444.99,included_species,Birds
Pterodroma cookii,Pterodroma cookii,132616449,22697975,Nearctic|Neotropical|Oceanian,Terrestrial|Marine,2018-08-16 00:00:00 UTC,Vulnerable,3.1,Increasing,Pterodroma cooki,Predation,,1,,,,0,3,,3,,,,,,,,,2025-05-01T00:00:00Z,177.91,included_species,Birds
Pterodroma defilippiana,Pterodroma defilippiana,132617737,22697990,Neotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,0,1,,1,,,,,,,,,2025-05-01T00:00:00Z,169,included_species,Birds
Pterodroma deserta,Pterodroma deserta,132665941,22736135,Afrotropical|Nearctic|Neotropical|Palearctic,Terrestrial|Marine,2018-08-20 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,311,included_species,Birds
Pterodroma externa,Pterodroma externa,132620783,22698030,Nearctic|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,2,,,,1,2,,1,,,,,,,,,2025-05-01T00:00:00Z,428,included_species,Birds
Pterodroma feae,Pterodroma feae,132655668,22728011,Afrotropical|Nearctic|Palearctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,3,1,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,311,included_species,Birds
Pterodroma incerta,Pterodroma incerta,152715347,22698084,Afrotropical|Neotropical,Terrestrial|Marine,2019-06-14 00:00:00 UTC,Endangered,3.1,Decreasing,Procellaria incerta,Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,520,included_species,Birds
Pterodroma leucoptera,Pterodroma leucoptera,132615952,22697970,Neotropical|Oceanian,Terrestrial|Marine,2018-08-20 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,,,,1,1,,,,0,Not attributed,,,,,,2025-05-01T00:00:00Z,147.05,included_species,Birds
