cited_by_id,article_id,edge_type,scientificName,encounter_method
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Caloenas nicobarica,citation,Caloenas nicobarica,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Calonectris leucomelas,citation,Calonectris leucomelas,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Caloprymnus campestris,citation,Caloprymnus campestris,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Caribicus anelpistus,citation,Caribicus anelpistus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Caribicus warreni,citation,Caribicus warreni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Casarea dussumieri,citation,Casarea dussumieri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chalinolobus picatus,citation,Chalinolobus picatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chasiempis ibidis,citation,Chasiempis ibidis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chasiempis sclateri,citation,Chasiempis sclateri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis becki,citation,Chelonoidis becki,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis chathamensis,citation,Chelonoidis chathamensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis donfaustoi,citation,Chelonoidis donfaustoi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis guntheri,citation,Chelonoidis guntheri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis microphyes,citation,Chelonoidis microphyes,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis niger,citation,Chelonoidis niger,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis porteri,citation,Chelonoidis porteri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chelonoidis vicina,citation,Chelonoidis vicina,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Chilabothrus exsul,citation,Chilabothrus exsul,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cincloramphus llaneae,citation,Cincloramphus llaneae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cnemaspis anslemi,citation,Cnemaspis anslemi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cnemaspis latha,citation,Cnemaspis latha,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cnemaspis nilgala,citation,Cnemaspis nilgala,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cnemaspis rammalensis,citation,Cnemaspis rammalensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cnemidophorus flavissimus,citation,Cnemidophorus flavissimus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Coccyzus bahamensis,citation,Coccyzus bahamensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Coccyzus ferrugineus,citation,Coccyzus ferrugineus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Coleura seychellensis,citation,Coleura seychellensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Conilurus albipes,citation,Conilurus albipes,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Conilurus capricornensis,citation,Conilurus capricornensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Conilurus penicillatus,citation,Conilurus penicillatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Conolophus marthae,citation,Conolophus marthae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Coracopsis barklyi,citation,Coracopsis barklyi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cornufer vitianus,citation,Cornufer vitianus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Crocidura trichura,citation,Crocidura trichura,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cryptoblepharus caudatus,citation,Cryptoblepharus caudatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Ctenosaura bakeri,citation,Ctenosaura bakeri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Ctenosaura flavidorsalis,citation,Ctenosaura flavidorsalis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Ctenosaura melanosterna,citation,Ctenosaura melanosterna,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Ctenosaura oedirhina,citation,Ctenosaura oedirhina,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyclodomorphus praealtus,citation,Cyclodomorphus praealtus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyclura cornuta,citation,Cyclura cornuta,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyclura cychlura,citation,Cyclura cychlura,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyrtodactylus sadleiri,citation,Cyrtodactylus sadleiri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyrtodactylus soba,citation,Cyrtodactylus soba,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyrtodactylus thirakhupti,citation,Cyrtodactylus thirakhupti,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Cyrtodactylus yakhuna,citation,Cyrtodactylus yakhuna,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasia haliana,citation,Dasia haliana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasyurus geoffroii,citation,Dasyurus geoffroii,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasyurus hallucatus,citation,Dasyurus hallucatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Diomedea dabbenena,citation,Diomedea dabbenena,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Diomedea sanfordi,citation,Diomedea sanfordi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Diplothrix legata,citation,Diplothrix legata,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dipodomys stephensi,citation,Dipodomys stephensi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Diporiphora vescus,citation,Diporiphora vescus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eleutherodactylus barlagnei,citation,Eleutherodactylus barlagnei,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eleutherodactylus cavernicola,citation,Eleutherodactylus cavernicola,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eleutherodactylus pinchoni,citation,Eleutherodactylus pinchoni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Emberiza socotrana,citation,Emberiza socotrana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Emoia lawesi,citation,Emoia lawesi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Emoia samoensis,citation,Emoia samoensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Erythrolamprus juliae,citation,Erythrolamprus juliae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Erythrolamprus perfuscus,citation,Erythrolamprus perfuscus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Euleptes europaea,citation,Euleptes europaea,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eupleres major,citation,Eupleres major,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eupsittula nana,citation,Eupsittula nana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Eurostopodus exul,citation,Eurostopodus exul,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Falsistrellus tasmaniensis,citation,Falsistrellus tasmaniensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Flexiseps valhallae,citation,Flexiseps valhallae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Foudia aldabrana,citation,Foudia aldabrana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Foudia flavicans,citation,Foudia flavicans,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Fregata aquila,citation,Fregata aquila,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Fregetta maoriana,citation,Fregetta maoriana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Galemys pyrenaicus,citation,Galemys pyrenaicus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Gallirallus lafresnayanus,citation,Gallirallus lafresnayanus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Gallotia bravoana,citation,Gallotia bravoana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Galvarinus chilensis,citation,Galvarinus chilensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Gastrotheca lojana,citation,Gastrotheca lojana,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Geocapromys thoracatus,citation,Geocapromys thoracatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Geospiza heliobates,citation,Geospiza heliobates,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Geospiza pauper,citation,Geospiza pauper,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Gonatodes naufragus,citation,Gonatodes naufragus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Goniurosaurus kuroiwae,citation,Goniurosaurus kuroiwae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Haematopus chathamensis,citation,Haematopus chathamensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Haitiophis anomalus,citation,Haitiophis anomalus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hemidactylus bouvieri,citation,Hemidactylus bouvieri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hemiphaga chathamensis,citation,Hemiphaga chathamensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Henicophaps foersteri,citation,Henicophaps foersteri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hipposideros demissus,citation,Hipposideros demissus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hipposideros dinops,citation,Hipposideros dinops,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Holcosus orcesi,citation,Holcosus orcesi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Horornis haddeni,citation,Horornis haddeni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hydrobates leucorhous,citation,Hydrobates leucorhous,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hydrobates macrodactylus,citation,Hydrobates macrodactylus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hymenolaimus malacorhynchos,citation,Hymenolaimus malacorhynchos,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hypogeomys antimena,citation,Hypogeomys antimena,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hypotaenidia okinawae,citation,Hypotaenidia okinawae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Hypotaenidia sylvestris,citation,Hypotaenidia sylvestris,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Icterus northropi,citation,Icterus northropi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Iguana delicatissima,citation,Iguana delicatissima,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Junco insularis,citation,Junco insularis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Kanakysaurus viviparus,citation,Kanakysaurus viviparus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Lagorchestes asomatus,citation,Lagorchestes asomatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Lalage newtoni,citation,Lalage newtoni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Larosterna inca,citation,Larosterna inca,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Larvivora tanensis,citation,Larvivora tanensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Laterallus spilonota,citation,Laterallus spilonota,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leiocephalus varius,citation,Leiocephalus varius,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leiolopisma alazon,citation,Leiolopisma alazon,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leipoa ocellata,citation,Leipoa ocellata,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leporillus apicalis,citation,Leporillus apicalis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leptotila wellsi,citation,Leptotila wellsi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leucocarbo campbelli,citation,Leucocarbo campbelli,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Leucocarbo onslowi,citation,Leucocarbo onslowi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Lewinia muelleri,citation,Lewinia muelleri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Liolaemus martorii,citation,Liolaemus martorii,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Litoria littlejohni,citation,Litoria littlejohni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Litoria raniformis,citation,Litoria raniformis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Lyriocephalus scutatus,citation,Lyriocephalus scutatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Mabuya montserratae,citation,Mabuya montserratae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Macrotis lagotis,citation,Macrotis lagotis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Marmorosphax kaala,citation,Marmorosphax kaala,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Megadyptes antipodes,citation,Megadyptes antipodes,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Melamprosops phaeosoma,citation,Melamprosops phaeosoma,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Merulaxis stresemanni,citation,Merulaxis stresemanni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Mesembriomys macrurus,citation,Mesembriomys macrurus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Mesocapromys sanfelipensis,citation,Mesocapromys sanfelipensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Microlophus grayii,citation,Microlophus grayii,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Micrurus meridensis,citation,Micrurus meridensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Myotis vivesi,citation,Myotis vivesi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nactus durrellorum,citation,Nactus durrellorum,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nannopterum harrisi,citation,Nannopterum harrisi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neophema chrysogaster,citation,Neophema chrysogaster,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neotamias palmeri,citation,Neotamias palmeri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoenas mayeri,citation,Nesoenas mayeri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoryzomys darwini,citation,Nesoryzomys darwini,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoryzomys indefessus,citation,Nesoryzomys indefessus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nestor notabilis,citation,Nestor notabilis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Notomys amplus,citation,Notomys amplus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Notomys cervinus,citation,Notomys cervinus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Notomys longicaudatus,citation,Notomys longicaudatus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Notomys macrotis,citation,Notomys macrotis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Notomys robustus,citation,Notomys robustus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nyctanassa carcinocatactes,citation,Nyctanassa carcinocatactes,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Oligosoma burganae,citation,Oligosoma burganae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Oligosoma lineoocellatum,citation,Oligosoma lineoocellatum,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Oligosoma salmo,citation,Oligosoma salmo,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Ornithorhynchus anatinus,citation,Ornithorhynchus anatinus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Otus bikegila,citation,Otus bikegila,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pampusana erythroptera,citation,Pampusana erythroptera,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pampusana rubescens,citation,Pampusana rubescens,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pampusana salamonis,citation,Pampusana salamonis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pampusana sanctaecrucis,citation,Pampusana sanctaecrucis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Parantechinus apicalis,citation,Parantechinus apicalis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pareudiastes pacificus,citation,Pareudiastes pacificus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pareudiastes silvestris,citation,Pareudiastes silvestris,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pelecanoides garnotii,citation,Pelecanoides garnotii,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Perochirus ateles,citation,Perochirus ateles,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Peromyscus caniceps,citation,Peromyscus caniceps,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Peromyscus madrensis,citation,Peromyscus madrensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Peromyscus pseudocrinitus,citation,Peromyscus pseudocrinitus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Peromyscus sejugis,citation,Peromyscus sejugis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Petrogale burbidgei,citation,Petrogale burbidgei,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Petrogale concinna,citation,Petrogale concinna,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Petrogale lateralis,citation,Petrogale lateralis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Petrogale penicillata,citation,Petrogale penicillata,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phalacrocorax featherstoni,citation,Phalacrocorax featherstoni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phascogale calura,citation,Phascogale calura,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phascogale tapoatafa,citation,Phascogale tapoatafa,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phasmasaurus maruia,citation,Phasmasaurus maruia,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phasmasaurus tillieri,citation,Phasmasaurus tillieri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phelsuma guimbeaui,citation,Phelsuma guimbeaui,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phelsuma rosagularis,citation,Phelsuma rosagularis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pholidoscelis griswoldi,citation,Pholidoscelis griswoldi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllodactylus darwini,citation,Phyllodactylus darwini,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllodactylus leei,citation,Phyllodactylus leei,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllodactylus pulcher,citation,Phyllodactylus pulcher,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllodactylus rutteni,citation,Phyllodactylus rutteni,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllomys thomasi,citation,Phyllomys thomasi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Phyllonycteris aphylla,citation,Phyllonycteris aphylla,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pitta superba,citation,Pitta superba,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Plestiodon barbouri,citation,Plestiodon barbouri,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Plestiodon kishinouyei,citation,Plestiodon kishinouyei,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Plestiodon longirostris,citation,Plestiodon longirostris,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Podarcis lilfordi,citation,Podarcis lilfordi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Podarcis pityusensis,citation,Podarcis pityusensis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Podomys floridanus,citation,Podomys floridanus,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pomarea dimidiata,citation,Pomarea dimidiata,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pomarea fluxa,citation,Pomarea fluxa,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pomarea iphis,citation,Pomarea iphis,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pomarea mira,citation,Pomarea mira,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Pomarea whitneyi,citation,Pomarea whitneyi,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Porphyrio paepae,citation,Porphyrio paepae,core_sources
(IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Potorous gilbertii,citation,Potorous gilbertii,core_sources
